ImgItem__tag src,ImgItem__shortlistImage src,ImgItem__star src,caption_strong_medium_semi,tupleNew__imgCount,CR__slide src,CR__slide src 2,CR__slide src 3,CR__slide src 4,CR__slide src 5,CR__slide src 6,CR__slide src 7,CR__slide src 8,tupleNew__locationName,tupleNew__ribbon,tupleNew__propertyHeading href,tupleNew__propType,tupleNew__bOld,tupleNew__priceValWrap,tupleNew__perSqftWrap,tupleNew__area1Type,tupleNew__area2Type,tupleNew__area2Type src,tupleNew__areaType,tupleNew__area1Type 2,tupleNew__area2Type 2,tupleNew__possessionBy,tupleNew__highligtsHeading,tupleNew__unitHighlightTxt,tupleNew__unitHighlightTxt 2,tupleNew__unitHighlightTxtLast,descPtag_undefined,tupleNew__fdImg src,tupleNew__badgeWrap src,tupleNew__pbL0,tupleNew__fdBadge,tupleNew__pbL2,undefined,undefined 2,reel__leftC src,reel__imgR src,reel__imageCount,CR__slide src 9,CR__slide src 10,tupleNew__pbL1,tupleNew__locRatings src,tupleNew__locRatings,tupleNew__dotStyle,tupleNew__rera src,tupleNew__reraTags,tupleNew__dot,tupleNew__pbL1 2
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Mahalaxmi Railway Station,Eastern Express Highway,+3,"Spacious 2,3,4 BHK apartments in Mahalaxmi are available for sale.Check out latest property options at Piramal Mahalaxmi housing society. Apartments in Piramal Mahalaxmi have CARPET area ranging between 740 - 1,877.5 sq.ft.. Piramal Mahalaxmi 's RERA registration number is P51900015854. Apartment prices in this housing society vary in the range of Rs. 4.51 - 13.7 Cr",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/9,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/u1mcf7l9_med.jpg,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/ohjb4ju7_med.jpg,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/oexoyrxt_med.jpg,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/q7ua3xbs_med.jpg,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/ysj4qswr_med.jpg,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/ynawfgly_med.jpg,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/sqmnlre_1721886589_506725715_med.jpg,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/3zrxjeht_med.jpg,,,,,,,,,,,,,,,Nearby :,Fortis Hospital Mulund,R Galleria,+3,"Finest 2,3,4 BHK apartments in Mulund West available for sale in Sheth Montana. Apartment prices in this housing society vary in the range of Rs. 1.53 - 6.64 Cr. Apartments in Sheth Montana have CARPET area ranging between 594 - 1,952 sq.ft.. Sheth Montana 's RERA registration number is P51800000735",,,,,,,,,,,https://newprojects.99acres.com/projects/sheth__developers/sheth_monatana/images/9f53s35k_med.jpg,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/5,https://newprojects.99acres.com/projects/ashwin_sheth_group/sheth_edmont/images/c2sfqnq_1700039986_456324746_med.jpg,https://newprojects.99acres.com/projects/ashwin_sheth_group/sheth_edmont/images/81bexic_1700551584_457268574_med.jpg,https://newprojects.99acres.com/projects/ashwin_sheth_group/sheth_edmont/images/x3siwk6_1700551579_457268530_med.jpg,https://newprojects.99acres.com/projects/ashwin_sheth_group/sheth_edmont/images/sheeity_1700136201_456526604_med.jpg,https://newprojects.99acres.com/projects/ashwin_sheth_group/sheth_edmont/images/bgatbgv_1700136202_456526608_med.jpg,,,,,,,,,,,,,,,,,,Nearby :,Kandivali Railway Station,Dahanukarwadi Metro Station,+3,"Check out 2,3 BHK apartments in Kandivali West, now available for sale at Sheth Edmont. Apartment prices in this housing society vary in the range of Rs. 2.18 - 4.36 Cr. Sheth Edmont has apartments in multiple configurations, in range of 585 - 1,170 sq.ft.. This society is RERA approved and P51800053546 is the RERA number",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/2,https://newprojects.99acres.com/projects/darsshan_properties/darshan_promesa_fremont/images/i8s5c59_1718886107_499525919_med.jpg,https://newprojects.99acres.com/projects/darsshan_properties/darshan_promesa_fremont/images/9rjifha_1718886107_499525925_med.jpg,,,,,,,,,,,,,,,,,,,,,Nearby :,Chinchpokli Railway Station,ITC Grand Central,+3,"Darsshan Promesa Fremont, one of the known housing societes in Mumbai South, brings classic yet modern 1,2,3 BHK apartments in Lalbaug. Darsshan Promesa Fremont is a RERA- registered society and P51900055088 is the RERA registration number. Darsshan Promesa Fremont apartments are available in multiples sizes, ranging from 621 - 1,053 sq.ft. CARPET area. Prices of apartments in this project, vary between Rs. 2.35 - 3.66 Cr",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/3,https://newprojects.99acres.com/projects/lodha_group/lodha_regalia/images/09voxxaj_med.jpg,https://newprojects.99acres.com/projects/lodha_group/lodha_regalia/images/tw8ijusw_med.jpg,https://newprojects.99acres.com/projects/lodha_group/lodha_regalia/images/1hyyf9h3_med.jpg,,,,,,,,,,,,,,,,,,,,Nearby :,Bombay Presidency International School,Eastern Express Highway,+3,"Beautiful 2,3 BHK apartments in Mulund East, are now available in Lodha Regalia housing project. Apartment prices in this housing society vary in the range of Rs. 2.07 - 3.19 Cr. Lodha Regalia apartments are available in multiples sizes, ranging from 710 - 1,146 sq.ft. CARPET area. The housing society is RERA-registered with P51800031360  registration number",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Mahalaxmi Railway Station,Nair Hospital,+3,"Looking for your dream home? Explore 3,4 BHK apartments in Mahalaxmi, now available in Lodha Bellevue. Apartments in this complex are available in price range of Rs. 4.05 - 9.51 Cr. Lodha Bellevue is a RERA- registered society and P51900046567 is the RERA registration number. Here units have different sizes, mostly in range of 877 - 1,960 sq.ft. CARPET area",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Reay Road Railway Station,Masina Hospital,+3,"Here are beautifully built 2,3,4 BHK apartments in Byculla East, available for sale at Piramal Aranya. Here units have different sizes, mostly in range of 635 - 2,850 sq.ft. CARPET area. Piramal Aranya is a RERA- registered society and P51900003324 is the RERA registration number. Prices of apartments in this project, vary between Rs. 2.9 - 15.03 Cr",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/2,https://newprojects.99acres.com/projects/prestige_group/prestige_jasdan_classic/images/ldjglj0n_med.jpg,https://newprojects.99acres.com/projects/prestige_group/prestige_jasdan_classic/images/hra4sn99_med.jpg,,,,,,,,,,,,,,,,,,,,,Nearby :,Mahalaxmi Railway Station,Eastern Express Highway,+3,"Prestige Jasdan Classic, one of the known housing societes in Mumbai South, brings classic yet modern 2,3,4 BHK apartments in Mahalaxmi. Prestige Jasdan Classic is a RERA- registered society and P51900031285 is the RERA registration number. Apartments in Prestige Jasdan Classic have CARPET area ranging between 840 - 2,195 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 4.25 - 11.11 Cr",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Dr L H Hiranandani Hospital,Powai Plaza,+3,"Finest 3,4 BHK apartments in Powai available for sale in Lodha Bellagio. Prices of apartments in this project, vary between Rs. 3.59 - 6.48 Cr. Lodha Bellagio is a RERA- registered society and P51800033966 is the RERA registration number. Lodha Bellagio apartments are available in multiples sizes, ranging from 918 - 1,614 sq.ft. CARPET area",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/6,https://newprojects.99acres.com/projects/chandak_group/chandak_highscape_city/images/udu3dpm_1719817806_501662301_med.jpg,https://newprojects.99acres.com/projects/chandak_group/chandak_highscape_city/images/rchanqv_1714371316_488952918_med.jpg,https://newprojects.99acres.com/projects/chandak_group/chandak_highscape_city/images/l8qwcjx_1714371315_488952914_med.jpg,https://newprojects.99acres.com/projects/chandak_group/chandak_highscape_city/images/ak2yvjj_1714371315_488952916_med.jpg,https://newprojects.99acres.com/projects/chandak_group/chandak_highscape_city/images/ckhmfaa_1714371316_488952920_med.jpg,https://newprojects.99acres.com/projects/chandak_group/chandak_highscape_city/images/uiybg4l_1714371315_488952912_med.jpg,,,,,,,,,,,,,,,,,Nearby :,Saraswati Vidyalaya,University of Mumbai,+3,"Beautiful 1,2,3 BHK apartments in Chembur, are now available in Chandak Highscape City housing project. Chandak Highscape City has apartments in multiple configurations, in range of 400 - 890 sq.ft.. Apartments in this complex are available in price range of Rs. 1.18 - 2.71 Cr. Chandak Highscape City is a RERA- registered society and P51800055726 is the RERA registration number",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,1/2,https://newprojects.99acres.com/projects/l_and_t_realty/l_and_t_elixir_reserve/images/8ul58xbd_med.jpg,https://newprojects.99acres.com/projects/l_and_t_realty/l_and_t_elixir_reserve/images/25nmeouo_med.jpg,,,,,,,,,,,,,,,,,,,,,Nearby :,A. M. Naik School,Ramada by Wyndham Powai Hotel,+3,"Finest 2,3,4 BHK apartments in Powai available for sale in L and T Elixir Reserve. This society is RERA approved and P51800033618 is the RERA number. Apartments in this complex are available in price range of Rs. 2.32 - 11.91 Cr. Here units have different sizes, mostly in range of 631.52 - 1,956.13 sq.ft. CARPET area",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Western Express Highway,Ville Parle Railway Station,+3,"Here are beautifully built 2,3 BHK apartments in JVLR, available for sale at Kalpataru Vivant. The housing society is RERA-registered with P51800034531 registration number. Apartments in Kalpataru Vivant have CARPET area ranging between 614 - 1,076 sq.ft.. This society offers apartments in the price range of Rs. 2.09 - 3.66 Cr",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Mint Colony Metro Station,JBCN International School,+3,"Finest 2,3,4 BHK apartments in Parel available for sale in Bhoomi Simana. Apartments in Bhoomi Simana have CARPET area ranging between 826 - 1,787.34 sq.ft.. Bhoomi Simana 's RERA registration number is P51900033360. Apartments in this complex are available in price range of Rs. 3.99 - 9.07 Cr",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Bombay Scottish School,Hinduja Hospital,+3,"Looking for your dream home? Explore 2,3 BHK apartments in Mahim West, now available in Suraj Lumina. The housing society is RERA-registered with P51900054054 registration number. This society offers apartments in the price range of Rs. 2.87 - 4.59 Cr. Apartments in Suraj Lumina have CARPET area ranging between 575 - 919 sq.ft.",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Auxilium Convent High School,Vadala Road Railway Station,+3,"Spacious 2,3 BHK apartments in Wadala are available for sale.Check out latest property options at Godrej Horizon housing society. This society is RERA approved and P51900034851 is the RERA number. This society offers apartments in the price range of Rs. 2.74 - 7.76 Cr. Godrej Horizon has apartments in multiple configurations, in range of 627 - 1,476.92 sq.ft.",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,The Andhra Education Society School,"Don Bosco International School,",+3,"Check out 1,2,3,5 BHK apartments in Matunga East, now available for sale at Johaan Signature Isle. Here units have different sizes, mostly in range of 469 - 2,227 sq.ft. CARPET area. Johaan Signature Isle is a RERA- registered society and P51900021100 is the RERA registration number. Apartment prices in this housing society vary in the range of Rs. 2.6 - 74.31 Cr",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,St Gregorios Primary School,Tata Institute of Social Sciences,+3,"Looking for your dream home? Explore 2,3,4,5 BHK apartments in Chembur, now available in One Meraki. One Meraki 's RERA registration number is P51800011606. Apartments in this complex are available in price range of Rs. 3 - 8.5 Cr. One Meraki apartments are available in multiples sizes, ranging from 751 - 1,993 sq.ft. CARPET area",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,CSMI Airport,Eastern Express Highway,+3,"Here are beautifully built 1,2,3 BHK apartments in Chembur West, available for sale at Ampple One. Apartments in this complex are available in price range of Rs. 1.11 - 1.98 Cr. Ampple One apartments are available in multiples sizes, ranging from 486 - 875 sq.ft. CARPET area. This society is RERA approved and P51800055324 is the RERA number",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,IES Secondary School,Saarthi Hospital,+3,"Looking for your dream home? Explore 1,2,3 BHK apartments in Bhandup West, now available in Codename Triumph. The housing society is RERA-registered with P51800055125 registration number. Prices of apartments in this project, vary between Rs. 1.67 - 2.74 Cr. Codename Triumph has apartments in multiple configurations, in range of 476.2 - 842.38 sq.ft.",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Sheth Virchand Dhanji Secondary School,Eastern Express Highway,+3,"Here are beautifully built 2,3,4,5 BHK apartments in Ghatkopar East, available for sale at Ashar Titan. Ashar Titan apartments are available in multiples sizes, ranging from 678 - 3,082 sq.ft. CARPET area. The housing society is RERA-registered with P51800045812 registration number. This society offers apartments in the price range of Rs. 3.05 - 13.75 Cr",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S Square Rudraksh Heritage society now offers elegantly built 1,2,3 BHK apartments in Mulund West. Apartment prices in this housing society vary in the range of Rs. 2.5 - 4.44 Cr. Here units have different sizes, mostly in range of 521.19 - 1,407.92 sq.ft. CARPET area. This society is RERA approved and P51800009023 is the RERA number",,,,,,,,,,,,,,,,,,,,
https://static.99acres.com/universalapp/img/rera.png,https://static.99acres.com/universalapp/img/Shortlist.png,,,,,,,,,,,,,,,,,,,,,,,,,,Nearby :,Cardinal Gracias High School,University of Mumbai,+3,"Choose your dream home from the wide variety of 2,3,4 BHK apartments in Bandra East, available for sale in Raymond The Address by GS. Raymond The Address by GS 's RERA registration number is P51800054847. Here units have different sizes, mostly in range of 645 - 1,360 sq.ft. CARPET area. Apartments in this complex are available in price range of Rs. 2.72 - 5.66 Cr",,,,,,,,,,,,,,,,,,,,
